,id,교통량
0,22448,1340.0369699999997
1,22449,1085.5195000000003
2,22450,327.53264
3,22451,0.0
4,22452,0.17609999999999995
5,22453,0.11744000000000002
6,22454,662.7749700000003
7,22455,123.26572
8,22456,0.0
9,22457,646.2049999999995
10,22458,0.0008699999999999999
11,22459,214.16914999999997
12,22460,0.0
13,22461,0.0
14,22462,0.0
15,22463,468.8480000000003
16,22464,127.39576999999996
17,22465,0.43715000000000004
18,22466,863.6672899999999
19,22467,0.0
20,22468,1242.3875
21,22469,0.0
22,22470,81.43918000000002
23,22471,282.31889
24,22472,0.0
25,22473,1.89893
26,22474,0.0
27,22475,0.0
28,22476,0.0
29,22477,0.0
30,22478,460.7820000000002
31,22479,0.038919999999999996
32,22480,1392.8865999999994
33,22481,596.0239100000002
34,22482,0.0
35,22483,726.9427400000001
36,22484,8.552069999999999
37,22485,1274.6555000000003
38,22486,0.0406
39,22487,1021.95053
40,22488,469.2720000000001
41,22489,320.86155999999994
42,22490,220.9493900000001
43,22491,2.1946200000000005
44,22492,1024.75817
45,22493,1279.6080000000009
46,22494,1740.5251
47,22495,0.0
48,22496,902.6756700000001
49,22497,2.4599
50,22498,127.13661999999995
51,22499,595.6170500000001
52,22500,73.56283999999998
53,22501,127.38520000000005
54,22502,0.0
55,22503,0.02778
56,22504,663.4657899999997
57,22505,0.0
58,22506,1.1684
59,22507,464.6100000000005
60,22508,796.2665400000004
61,22509,240.7870499999999
62,22510,991.73037
63,22511,0.20632
64,22512,0.7220799999999999
65,22513,0.0
66,22514,0.1191
67,22515,0.0
68,22516,0.43158
69,22517,1295.3128000000002
70,22518,0.06032
71,22519,651.1009200000001
72,22520,226.00472999999994
73,22521,644.5155700000004
74,22522,346.58738
75,22523,2.3907299999999996
76,22524,0.00844
77,22525,836.13037
78,22526,1911.8854700000013
79,22527,3.48165
80,22528,0.0
81,22529,1025.1055199999998
82,22530,454.4146300000001
83,22531,521.8277600000002
84,22532,633.0140599999999
85,22533,1483.7732499999997
86,22534,13.027090000000003
87,22535,1223.4985000000006
88,22536,321.51469000000003
89,22537,0.23895
90,22538,475.23466
91,22539,1489.0685500000006
92,22540,80.32129000000003
93,22541,0.0
94,22542,1490.2023800000006
95,22543,1.17513
96,22544,0.0
97,22545,0.0
98,22546,889.8044899999998
99,22547,0.0
100,22548,14.83357
101,22549,0.0
102,22550,1479.39591
103,22551,463.50728000000004
104,22552,1152.3371599999998
105,22553,0.0
106,22554,0.19219
107,22555,118.37773000000003
108,22556,0.0
109,22557,300.9394099999999
110,22558,0.12893
111,22559,4.03958
112,22560,495.6281599999995
113,22561,877.65999
114,22562,961.7297500000001
115,22563,0.19157
116,22564,0.0
117,22565,328.5278
118,22566,471.3753299999998
119,22567,343.79443999999984
120,22568,2041.0155499999994
121,22569,1805.2146799999996
122,22570,0.0
123,22571,1.1013800000000002
124,22572,1138.38003
125,22573,0.0
126,22574,505.60400000000004
127,22575,0.14049999999999996
128,22576,0.00364
129,22577,0.04180999999999999
130,22578,494.52400000000017
131,22579,0.4487300000000001
132,22580,0.03185
133,22581,0.65928
134,22582,214.27175000000003
135,22583,352.76246
136,22584,1.6518799999999998
137,22585,1510.0168599999993
138,22586,0.4755499999999999
139,22587,1272.8625
140,22588,0.0
141,22589,0.0
142,22590,2.4207899999999998
143,22591,1693.8319399999998
144,22592,1.60141
145,22593,0.24564999999999998
146,22594,121.04824
147,22595,1981.6236099999992
148,22596,3.5618
149,22597,501.92719999999974
150,22598,225.65113999999986
151,22599,76.0676
152,22600,1788.5431399999995
153,22601,0.0
154,22602,1297.64
155,22603,0.14187999999999998
156,22604,1.18606
157,22605,323.05898999999977
158,22606,0.01056
159,22607,0.08182
160,22608,0.77554
161,22609,727.1163399999999
162,22610,0.0
163,22611,0.0
164,22612,0.34183
165,22613,0.0
166,22614,0.049400000000000006
167,22615,1.57428
168,22616,78.17607000000004
169,22617,0.5463800000000001
170,22618,866.2585900000003
171,22619,515.1940000000002
172,22620,1777.9734799999999
173,22621,2040.05894
174,22622,0.4275
175,22623,143.93727
176,22624,0.0
177,22625,1126.56276
178,22626,0.03317
179,22627,1271.26875
180,22628,0.0
181,22629,328.08849000000004
182,22630,1686.2128400000004
183,22631,368.7380100000001
184,22632,0.0
185,22633,143.20531000000008
186,22634,1101.87611
187,22635,292.03220000000016
188,22636,329.1162399999999
189,22637,0.00238
190,22638,1587.3598500000005
191,22639,1486.2579500000002
192,22640,1370.5294899999997
193,22641,0.90929
194,22642,226.82367000000002
195,22643,0.07143
196,22644,1175.44077
197,22645,655.11909
198,22646,0.0
199,22647,0.0977
200,22648,1672.4657399999999
201,22649,119.88891999999998
202,22650,19.769849999999995
203,22651,0.0
204,22652,0.6225
205,22653,0.00094
206,22654,902.2146000000002
207,22655,1.73421
208,22656,620.3842400000001
209,22657,0.0
210,22658,0.7648600000000001
211,22659,928.7143300000004
212,22660,1132.39905
213,22661,2.1083600000000002
214,22662,0.13330000000000003
215,22663,0.0
216,22664,1531.5871000000009
217,22665,1.9171500000000004
218,22666,0.20107999999999998
219,22667,227.93661
220,22668,0.0
221,22669,0.018090000000000002
222,22670,1.09833
223,22671,1731.4224400000014
224,22672,1116.90417
225,22673,0.0119
226,22674,0.031220000000000005
227,22675,0.12855
228,22676,614.4606899999999
229,22677,0.28840000000000005
230,22678,0.02852
231,22679,511.8960000000001
232,22680,0.0
233,22681,1.40321
234,22682,0.0
235,22683,1684.4231200000004
236,22684,70.54557999999996
237,22685,730.35406
238,22686,0.008110000000000001
239,22687,485.47400000000016
240,22688,786.0229800000002
241,22689,645.5292600000005
242,22690,1100.3940999999998
243,22691,437.81576000000007
244,22692,4.626939999999999
245,22693,2.4607399999999995
246,22694,0.0
247,22695,0.36572000000000005
248,22696,1139.7386199999996
249,22697,336.72996999999975
250,22698,0.06316
251,22699,0.13781000000000002
252,22700,331.9624999999997
253,22701,0.02873
254,22702,10.069020000000002
255,22703,2.4461299999999997
256,22704,2.19481
257,22705,1714.0841700000012
258,22706,0.22243000000000004
259,22707,1537.281450000001
260,22708,0.7637500000000003
261,22709,0.00905
262,22710,1.7309899999999998
263,22711,681.7118900000003
264,22712,913.7580100000005
265,22713,114.00414999999997
266,22714,0.0
267,22715,0.061499999999999985
268,22716,1.7685400000000002
269,22717,0.04
270,22718,0.0
271,22719,1737.1406500000005
272,22720,310.76510999999994
273,22721,3.9912400000000003
274,22722,123.99319000000008
275,22723,1142.4945000000002
276,22724,310.19350000000014
277,22725,1902.75837
278,22726,4.67247
279,22727,630.83658
280,22728,1.3618400000000002
281,22729,0.25942
282,22730,1531.8308700000011
283,22731,0.02143
284,22732,0.0
285,22733,853.62693
286,22734,872.342
287,22735,0.08887
288,22736,0.025550000000000003
289,22737,209.33003000000005
290,22738,0.0
291,22739,455.8100000000002
292,22740,0.0
293,22741,2.10249
294,22742,5.704290000000001
295,22743,1648.742540000001
296,22744,1274.102500000001
297,22745,2.5116699999999996
298,22746,695.8863900000001
299,22747,0.0
300,22748,0.0
301,22749,1235.65769
302,22750,0.0
303,22751,0.0
304,22752,0.0
305,22753,1207.0505000000007
306,22754,0.5999700000000002
307,22755,0.018729999999999997
308,22756,709.2270000000003
309,22757,140.60626
310,22758,1.5543099999999999
311,22759,1.8153299999999999
312,22760,1.1684299999999999
313,22761,492.33383999999984
314,22762,682.61362
315,22763,1673.9933700000008
316,22764,137.37988000000007
317,22765,1112.249
318,22766,0.08717000000000003
319,22767,4.487569999999998
320,22768,827.8295499999999
321,22769,322.6631299999998
322,22770,1669.9490699999997
323,22771,1499.0627100000004
324,22772,0.00111
325,22773,2.80109
326,22774,0.0
327,22775,74.81200000000001
328,22776,1203.96283
329,22777,118.56415999999989
330,22778,318.39787000000024
331,22779,0.00029
332,22780,483.06400000000025
333,22781,629.5602799999997
334,22782,1275.8195000000007
335,22783,341.85416999999984
336,22784,4.386980000000001
337,22785,975.1215000000004
338,22786,313.52882000000017
339,22787,0.48272999999999994
340,22788,0.9191099999999999
341,22789,1203.99375
342,22790,4.32789
343,22791,296.0758900000001
344,22792,994.5371700000001
345,22793,0.00688
346,22794,1089.5383700000002
347,22795,1753.0296200000012
348,22796,502.1300000000005
349,22797,355.1915899999999
350,22798,1979.4121300000008
351,22799,9.495189999999997
352,22800,0.10821999999999996
353,22801,1173.75958
354,22802,694.95813
355,22803,0.0
356,22804,4.647749999999999
357,22805,420.1880000000004
358,22806,946.9383300000004
359,22807,19.15924999999999
360,22808,6.683700000000003
361,22809,617.6364500000002
362,22810,296.66496000000024
363,22811,921.1680299999998
364,22812,6.466240000000002
365,22813,328.23143
366,22814,4.097349999999998
367,22815,0.0
368,22816,1.1754200000000008
369,22817,88.65227000000004
370,22818,909.74872
371,22819,2.9345599999999985
372,22820,1806.131070000001
373,22821,1096.4615000000006
374,22822,343.63009000000005
375,22823,265.1607100000001
376,22824,58.27834999999998
377,22825,1528.1149000000005
378,22826,806.61963
379,22827,4.242629999999999
380,22828,1529.526120000001
381,22829,6.5671399999999975
382,22830,3.4229700000000003
383,22831,4.45478
384,22832,109.94558999999998
385,22833,1441.54669
386,22834,5.322120000000001
387,22835,65.64562999999994
388,22836,338.3655000000001
389,22837,555.8215299999999
390,22838,1.8157699999999994
391,22839,462.2336700000001
392,22840,10.35401
393,22841,0.030470000000000007
394,22842,0.0
395,22843,971.5293599999999
396,22844,0.0
397,22845,1818.8161800000014
398,22846,0.0
399,22847,1038.2127499999997
400,22848,0.0
401,22849,0.0
402,22850,0.0
403,22851,347.9319500000001
404,22852,15.592119999999998
405,22853,660.9073500000002
406,22854,0.0
407,22855,489.89
